qber,h2_qber,ec_leak_fraction,net_secure_fraction,net_key_bps,pool_stable,depletion_time_s
0.106400,0.488961,0.567195,0.000000,0.000,False,0.018431
0.106600,0.489575,0.567907,0.000000,0.000,False,0.018431
0.106800,0.490188,0.568618,0.000000,0.000,False,0.018431
0.107000,0.490800,0.569328,0.000000,0.000,False,0.018431
0.107200,0.491412,0.570038,0.000000,0.000,False,0.018431
0.107400,0.492023,0.570747,0.000000,0.000,False,0.018431
0.107600,0.492634,0.571456,0.000000,0.000,False,0.018431
0.107800,0.493244,0.572163,0.000000,0.000,False,0.018431
0.108000,0.493854,0.572870,0.000000,0.000,False,0.018431
0.108200,0.494463,0.573577,0.000000,0.000,False,0.018431
0.108400,0.495071,0.574282,0.000000,0.000,False,0.018431
0.108600,0.495679,0.574987,0.000000,0.000,False,0.018431
0.108800,0.496286,0.575691,0.000000,0.000,False,0.018431
0.109000,0.496892,0.576395,0.000000,0.000,False,0.018431
0.109200,0.497498,0.577098,0.000000,0.000,False,0.018431
0.109400,0.498104,0.577800,0.000000,0.000,False,0.018431
0.109600,0.498708,0.578502,0.000000,0.000,False,0.018431
0.109800,0.499312,0.579202,0.000000,0.000,False,0.018431
0.110000,0.499916,0.579903,0.000000,0.000,False,0.018431
0.110200,0.500519,0.580602,0.000000,0.000,False,0.018431
0.110400,0.501121,0.581301,0.000000,0.000,False,0.018431
0.110600,0.501723,0.581999,0.000000,0.000,False,0.018431
0.110800,0.502324,0.582696,0.000000,0.000,False,0.018431
0.111000,0.502925,0.583393,0.000000,0.000,False,0.018431
0.111200,0.503525,0.584089,0.000000,0.000,False,0.018431
0.111400,0.504124,0.584784,0.000000,0.000,False,0.018431
0.111600,0.504723,0.585479,0.000000,0.000,False,0.018431
0.111800,0.505322,0.586173,0.000000,0.000,False,0.018431
0.112000,0.505919,0.586866,0.000000,0.000,False,0.018431
0.112200,0.506516,0.587559,0.000000,0.000,False,0.018431
0.112400,0.507113,0.588251,0.000000,0.000,False,0.018431
0.112600,0.507709,0.588942,0.000000,0.000,False,0.018431
0.112800,0.508304,0.589633,0.000000,0.000,False,0.018431
0.113000,0.508899,0.590323,0.000000,0.000,False,0.018431
0.113200,0.509493,0.591012,0.000000,0.000,False,0.018431
0.113400,0.510087,0.591701,0.000000,0.000,False,0.018431
0.113600,0.510680,0.592389,0.000000,0.000,False,0.018431
0.113800,0.511273,0.593076,0.000000,0.000,False,0.018431
0.114000,0.511865,0.593763,0.000000,0.000,False,0.018431
0.114200,0.512456,0.594449,0.000000,0.000,False,0.018431
0.114400,0.513047,0.595134,0.000000,0.000,False,0.018431
0.114600,0.513637,0.595819,0.000000,0.000,False,0.018431
0.114800,0.514227,0.596503,0.000000,0.000,False,0.018431
0.115000,0.514816,0.597186,0.000000,0.000,False,0.018431
0.115200,0.515404,0.597869,0.000000,0.000,False,0.018431
0.115400,0.515992,0.598551,0.000000,0.000,False,0.018431
0.115600,0.516580,0.599232,0.000000,0.000,False,0.018431
0.115800,0.517166,0.599913,0.000000,0.000,False,0.018431
0.116000,0.517753,0.600593,0.000000,0.000,False,0.018431
0.116200,0.518338,0.601272,0.000000,0.000,False,0.018431
0.116400,0.518923,0.601951,0.000000,0.000,False,0.018431
0.116600,0.519508,0.602629,0.000000,0.000,False,0.018431
0.116800,0.520092,0.603307,0.000000,0.000,False,0.018431
0.117000,0.520676,0.603984,0.000000,0.000,False,0.018431
0.117200,0.521258,0.604660,0.000000,0.000,False,0.018431
0.117400,0.521841,0.605335,0.000000,0.000,False,0.018431
0.117600,0.522423,0.606010,0.000000,0.000,False,0.018431
0.117800,0.523004,0.606684,0.000000,0.000,False,0.018431
0.118000,0.523584,0.607358,0.000000,0.000,False,0.018431
0.118200,0.524165,0.608031,0.000000,0.000,False,0.018431
0.118400,0.524744,0.608703,0.000000,0.000,False,0.018431
0.118600,0.525323,0.609375,0.000000,0.000,False,0.018431
0.118800,0.525902,0.610046,0.000000,0.000,False,0.018431
0.119000,0.526480,0.610716,0.000000,0.000,False,0.018431
0.119200,0.527057,0.611386,0.000000,0.000,False,0.018431
0.119400,0.527634,0.612055,0.000000,0.000,False,0.018431
0.119600,0.528210,0.612724,0.000000,0.000,False,0.018431
0.119800,0.528786,0.613391,0.000000,0.000,False,0.018431
0.120000,0.529361,0.614059,0.000000,0.000,False,0.018431
